Issued date,Sales order Number,Sales Order ID,SO Item ID,Account ID,SO Item Product Number,Product ID,Product,Billing Address,Billing City,Billing State,Billing Zip,Sales Rep Initials,Customer Name,Item,Product Description,Account ID,Sales person,Qty Fulfilled,Unit price,Total price,Total cost,Sales Order Line Item,So ct
01-08-2026,10156,25378,76865,1669,KB-2004,212,KB-2004,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,JL,Lucky Stop,KB-2004,RAW 60 ml single bottle,1669,Jared,6,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,9928,24639,74298,1782,KB-3000,207,KB-3000,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,KB-3000,Focus+Flow 12PK,1782,Jared,2,$60.00,$120.00,$10.49,1.00,1.00
01-08-2026,10135,25250,76490,1697,KB-3000,207,KB-3000,2 W 33rd St,New York,New York,10001,DW,E-Smoke & Convenience,KB-3000,Focus+Flow 12PK,1697,DerekW,6,$60.00,$360.00,$31.47,1.00,1.00
01-08-2026,10157,25384,76875,1493,KB-3000,207,KB-3000,251 5th Ave Street Level,New York,New York,10016,DW,Mahant 342 Inc,KB-3000,Focus+Flow 12PK,1493,DerekW,18,-$60.00,"-$1,080.00",-$94.40,1.00,1.00
01-08-2026,10158,25385,76877,1493,KB-3000,207,KB-3000,251 5th Ave Street Level,New York,New York,10016,DW,Mahant 342 Inc,KB-3000,Focus+Flow 12PK,1493,DerekW,18,$60.00,"$1,080.00",$94.40,1.00,1.00
01-08-2026,9928,24639,74299,1782,KB-3001,193,KB-3001,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,KB-3001,Release + Relax 12pk,1782,Jared,1,$54.00,$54.00,$16.50,2.00,1.00
01-08-2026,9928,24639,74300,1782,KB-3002,196,KB-3002,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,KB-3002,Zoom 12PK,1782,Jared,1,$42.00,$42.00,$16.23,3.00,1.00
01-08-2026,10157,25384,76876,1493,KB-3002,196,KB-3002,251 5th Ave Street Level,New York,New York,10016,DW,Mahant 342 Inc,KB-3002,Zoom 12PK,1493,DerekW,2,-$42.00,-$84.00,-$32.46,2.00,1.00
01-08-2026,10158,25385,76878,1493,KB-3002,196,KB-3002,251 5th Ave Street Level,New York,New York,10016,DW,Mahant 342 Inc,KB-3002,Zoom 12PK,1493,DerekW,2,$42.00,$84.00,$32.46,2.00,1.00
01-08-2026,9928,24639,74301,1782,KB-3003,204,KB-3003,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,KB-3003,Mango-Tango 12pk,1782,Jared,1,$60.00,$60.00,$17.24,4.00,1.00
01-08-2026,#1TC4FFXWZ63ST9,25360,76793,1751,KB-3003,204,KB-3003,"11913 RANCHO ALTO RD
IN STORE",AUSTIN,Texas,78748-3512,,FUEL WISE,KB-3003,Mango-Tango 12pk,1751,ShipStation,8,$59.88,$479.04,$137.88,2.00,1.00
01-08-2026,#HKT64AKYZNHUIK,25362,76796,1823,KB-3003,204,KB-3003,"6010 NEW JESUP HWY
IN STORE",BRUNSWICK,Georgia,31523-1628,,TOMMYS CORNER,KB-3003,Mango-Tango 12pk,1823,ShipStation,2,$59.88,$119.76,$34.47,2.00,1.00
01-08-2026,10156,25378,76864,1669,KB-3003,204,KB-3003,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,JL,Lucky Stop,KB-3003,Mango-Tango 12pk,1669,Jared,1,$60.00,$60.00,$17.24,2.00,1.00
01-08-2026,10019,25001,75587,1961,KB-4000,206,KB-4000,"Kettle Falls EXXON
103 E 3rd Ave",Kettle Falls,Washington,99141,JL,Kettle Falls EXXON,KB-4000,Focus MC12,1961,Jared,3,$720.00,"$2,160.00",$735.29,1.00,1.00
01-08-2026,10024,25012,75625,1801,KB-4000,206,KB-4000,1015 telegraph Ste. A,Reno,Nevada,89502,JL,Nevada Cash & Carry,KB-4000,Focus MC12,1801,Jared,28,$612.00,"$17,136.00","$5,820.84",1.00,1.00
01-08-2026,10063,25097,75930,576,KB-4000,206,KB-4000,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,KB-4000,Focus MC12,576,Jared,56,$612.00,"$34,272.00","$11,641.68",1.00,1.00
01-08-2026,10063,25097,76936,576,KB-4000,206,KB-4000,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,KB-4000,Focus MC12,576,Jared,1,$600.00,$600.00,$207.89,3.00,1.00
01-08-2026,10134,25246,76471,1807,KB-4000,206,KB-4000,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,JL,Majestic Distribtion LLC,KB-4000,Focus MC12,1807,Jared,20,$626.40,"$12,528.00","$4,157.74",1.00,1.00
01-08-2026,10138,25254,76506,881,KB-4000,206,KB-4000,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,BW,Paradox Wilsonville,KB-4000,Focus MC12,881,BenW,1,$720.00,$720.00,$224.27,1.00,1.00
01-08-2026,10145,25330,76739,1131,KB-4000,206,KB-4000,201 E Anderson Lane,Austin,Texas,78752,JL,Amia Trading - AWS,KB-4000,Focus MC12,1131,Jared,560,$576.00,"$322,560.00","$114,019.95",1.00,1.00
01-08-2026,10149,25341,76761,1542,KB-4000,206,KB-4000,1935 Solano St.,Corning,California,96021,BW,Corning Smoke Shop,KB-4000,Focus MC12,1542,BenW,4,$720.00,"$2,880.00",$980.38,1.00,1.00
01-08-2026,10154,25349,76779,1040,KB-4000,206,KB-4000,"2496 Port Street,West",West Sacramento,California,95691,BW,Blueberry Trading,KB-4000,Focus MC12,1040,BenW,56,$612.00,"$34,272.00","$11,641.68",1.00,1.00
01-08-2026,10155,25377,76853,1074,KB-4000,206,KB-4000,"ATTN: Steve, 3456 55th St NW",Rochester,Minnesota,55901,BG,Rochester Smoke Shop,KB-4000,Focus MC12,1074,BrandonG,8,$684.00,"$5,472.00","$1,663.10",1.00,1.00
01-08-2026,10156,25378,76863,1669,KB-4000,206,KB-4000,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,JL,Lucky Stop,KB-4000,Focus MC12,1669,Jared,1,$720.00,$720.00,$224.27,1.00,1.00
01-08-2026,9928,24639,74302,1782,Shipping,11,Shipping,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,Shipping,Shipping,1782,Jared,1,$12.00,$12.00,$0.05,5.00,1.00
01-08-2026,9928,24639,76894,1782,Shipping,11,Shipping,2550 W State Rte 89A #3,Sedona,Arizona,86336,JL,A Vape Escape,Shipping,Shipping Tracking: 1Z90V7160325522495,1782,Jared,1,$0.00,$0.00,$0.00,7.00,1.00
01-08-2026,10019,25001,76854,1961,Shipping,11,Shipping,"Kettle Falls EXXON
103 E 3rd Ave",Kettle Falls,Washington,99141,JL,Kettle Falls EXXON,Shipping,Shipping Tracking: 1Z90V7160308851484,1961,Jared,1,$0.00,$0.00,$0.00,2.00,1.00
01-08-2026,10024,25012,75626,1801,Shipping,11,Shipping,1015 telegraph Ste. A,Reno,Nevada,89502,JL,Nevada Cash & Carry,Shipping,Shipping,1801,Jared,1,$174.00,$174.00,$0.05,2.00,1.00
01-08-2026,10024,25012,77041,1801,Shipping,11,Shipping,1015 telegraph Ste. A,Reno,Nevada,89502,JL,Nevada Cash & Carry,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121733710,1801,Jared,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10063,25097,75931,576,Shipping,11,Shipping,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,Shipping,Shipping,576,Jared,1,$343.00,$343.00,$0.05,2.00,1.00
01-08-2026,10063,25097,77044,576,Shipping,11,Shipping,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121783140,576,Jared,1,$0.00,$0.00,$0.00,5.00,1.00
01-08-2026,10134,25246,76472,1807,Shipping,11,Shipping,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,JL,Majestic Distribtion LLC,Shipping,Shipping,1807,Jared,1,$189.00,$189.00,$0.05,2.00,1.00
01-08-2026,10134,25246,77042,1807,Shipping,11,Shipping,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,JL,Majestic Distribtion LLC,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121732700,1807,Jared,1,$0.00,$0.00,$0.00,4.00,1.00
01-08-2026,10135,25250,76491,1697,Shipping,11,Shipping,2 W 33rd St,New York,New York,10001,DW,E-Smoke & Convenience,Shipping,Shipping,1697,DerekW,1,$15.00,$15.00,$0.05,2.00,1.00
01-08-2026,10135,25250,76892,1697,Shipping,11,Shipping,2 W 33rd St,New York,New York,10001,DW,E-Smoke & Convenience,Shipping,Shipping Tracking: 1Z90V7160313740530,1697,DerekW,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10138,25254,76507,881,Shipping,11,Shipping,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,BW,Paradox Wilsonville,Shipping,Shipping,881,BenW,1,$20.00,$20.00,$0.05,2.00,1.00
01-08-2026,10138,25254,76891,881,Shipping,11,Shipping,"ATTN: WIll, 8229 C SW Wilsonville Rd",Wilsonville,Oregon,97070,BW,Paradox Wilsonville,Shipping,Shipping Tracking: 1Z90V7160321896081,881,BenW,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10145,25330,77045,1131,Shipping,11,Shipping,201 E Anderson Lane,Austin,Texas,78752,JL,Amia Trading - AWS,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121763100,1131,Jared,1,$0.00,$0.00,$0.00,2.00,1.00
01-08-2026,10145,25330,77308,1131,Shipping,11,Shipping,201 E Anderson Lane,Austin,Texas,78752,JL,Amia Trading - AWS,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121878090,1131,Jared,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10149,25341,76762,1542,Shipping,11,Shipping,1935 Solano St.,Corning,California,96021,BW,Corning Smoke Shop,Shipping,Shipping,1542,BenW,1,$0.00,$0.00,$0.05,2.00,1.00
01-08-2026,10149,25341,76838,1542,Shipping,11,Shipping,1935 Solano St.,Corning,California,96021,BW,Corning Smoke Shop,Shipping,Shipping Tracking: 1Z90V7160332302343,1542,BenW,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10153,25348,76776,576,Shipping,11,Shipping,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,Shipping,Shipping,576,Jared,1,$199.00,$199.00,$0.05,3.00,1.00
01-08-2026,10153,25348,77040,576,Shipping,11,Shipping,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121783140,576,Jared,1,$0.00,$0.00,$0.00,5.00,1.00
01-08-2026,10154,25349,76780,1040,Shipping,11,Shipping,"2496 Port Street,West",West Sacramento,California,95691,BW,Blueberry Trading,Shipping,Shipping,1040,BenW,1,$342.00,$342.00,$0.05,2.00,1.00
01-08-2026,10154,25349,77039,1040,Shipping,11,Shipping,"2496 Port Street,West",West Sacramento,California,95691,BW,Blueberry Trading,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121785270,1040,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-08-2026,10155,25377,77038,1074,Shipping,11,Shipping,"ATTN: Steve, 3456 55th St NW",Rochester,Minnesota,55901,BG,Rochester Smoke Shop,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121731450,1074,BrandonG,1,$0.00,$0.00,$0.00,2.00,1.00
01-08-2026,10156,25378,76866,1669,Shipping,11,Shipping,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,JL,Lucky Stop,Shipping,Shipping,1669,Jared,1,$25.00,$25.00,$0.05,4.00,1.00
01-08-2026,10156,25378,76889,1669,Shipping,11,Shipping,"Attn: BK
8414 E Kellogg Dr.",Whichita,Kansas,67207,JL,Lucky Stop,Shipping,Shipping Tracking: 1Z90V7160325364862,1669,Jared,1,$0.00,$0.00,$0.00,5.00,1.00
01-08-2026,10158,25385,76895,1493,Shipping,11,Shipping,251 5th Ave Street Level,New York,New York,10016,DW,Mahant 342 Inc,Shipping,Shipping Tracking: 1Z90V7160313640559,1493,DerekW,1,$0.00,$0.00,$0.00,3.00,1.00
01-08-2026,10063,25097,76937,576,Acrylic Rebate 2,0,,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,,ACR-Distributor Rebate,576,Jared,1,-$600.00,-$600.00,$0.00,4.00,1.00
01-08-2026,10134,25246,76473,1807,Acrylic Rebate 2,0,,"800 Interstate Parkway, unit 144",Waukee,Iowa,50263,JL,Majestic Distribtion LLC,,ACR-Distributor Rebate,1807,Jared,1,-$150.00,-$150.00,$0.00,3.00,1.00
01-08-2026,10153,25348,76778,576,Acrylic Rebate 2,0,,"2710 e Patrick Lane , suite#5 and 6",las vegas,Nevada,89120,JL,LV Cash n Carry Attn Parth,,ACR-Distributor Rebate,576,Jared,1,"-$1,000.00","-$1,000.00",$0.00,4.00,1.00
01-08-2026,10154,25349,76781,1040,Paid Shipping,0,,"2496 Port Street,West",West Sacramento,California,95691,BW,Blueberry Trading,,AE Paid Shipping,1040,BenW,1,-$171.00,-$171.00,$0.00,3.00,1.00
01-09-2026,#GSBQ0FUE2M2R80,25410,76940,906,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"132 BROADWAY ST
IN STORE",CHICO,California,95928-5318,,Dungeon Smoke Shop,KB-019,BX12 Focus + Flow,906,ShipStation,0,$60.00,$420.00,$0.00,1.00,1.00
01-09-2026,#JIUCJOXSAXZQ6U,25411,76941,1817,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"2578 BROADWAY FRNT 5
IN STORE",NEW YORK,New York,10025-5642,,2578 BROADWAY GIFT SHOP,KB-019,BX12 Focus + Flow,1817,ShipStation,0,$60.00,$0.00,$0.00,1.00,1.00
01-09-2026,#F2O17GK842DETP,25412,76943,1769,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"2925 SURF AVE
IN STORE",BROOKLYN,New York,11224-1705,,SEABREEZE GOURMET DELI 1 CORP,KB-019,BX12 Focus + Flow,1769,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-09-2026,#2UGU6FKC7YQNGQ,25413,76944,1736,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"1500 SPRING GARDEN ST
IN STORE",PHILADELPHIA,Pennsylvania,19130-4067,,OLD NELSON FOOD MARKET SPRING GARDEN,KB-019,BX12 Focus + Flow,1736,ShipStation,0,$60.00,$720.00,$0.00,1.00,1.00
01-09-2026,#3APKAJH2YLF0DT,25414,76945,1725,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"11550 NIGHT HERON DR
IN STORE",NAPLES,Florida,34119-8865,,MATRIXGROWTH DISTRIBUTION LLC,KB-019,BX12 Focus + Flow,1725,ShipStation,0,$60.00,$360.00,$0.00,1.00,1.00
01-09-2026,#PLCSJZ15XNUC8Q,25415,76946,1765,FG- BX12 Focus+Flow,82,FG- BX12 Focus+Flow,"140 OLD SOLOMONS ISLAND RD
IN STORE",ANNAPOLIS,Maryland,21401-3826,,SPIRIT MART,KB-019,BX12 Focus + Flow,1765,ShipStation,0,$60.00,$360.00,$0.00,1.00,1.00
01-09-2026,#JIUCJOXSAXZQ6U,25411,76942,1817,KB-3001,193,KB-3001,"2578 BROADWAY FRNT 5
IN STORE",NEW YORK,New York,10025-5642,,2578 BROADWAY GIFT SHOP,KB-3001,Release + Relax 12pk,1817,ShipStation,4,$60.00,$240.00,$66.00,2.00,1.00
01-09-2026,10150,25342,76763,405,KB-4000,206,KB-4000,230 Bristol Pike,Bristol,Pennsylvania,19007,DW,Giant Distribution,KB-4000,Focus MC12,405,DerekW,56,$576.00,"$32,256.00","$11,162.32",1.00,1.00
01-09-2026,10162,25430,77001,1016,KB-4000,206,KB-4000,776 E Thousand Oaks Blvd,Thousand Oaks,California,91362,ADM,WILD SIDE THOUSAND OAKS-T.O. (CA),KB-4000,Focus MC12,1016,admin,4,$669.60,"$2,678.40",$846.89,2.00,2.00
01-09-2026,10164,25431,77005,843,KB-4000,206,KB-4000,107 8th ave. west suite 6,Williston,North Dakota,58801,BG,Hemp Plus,KB-4000,Focus MC12,843,BrandonG,4,$720.00,"$2,880.00",$834.69,1.00,1.00
01-09-2026,10166,25436,77018,1775,KB-4000,206,KB-4000,"1265 S Capitol Blvd, #101",Boise,Idaho,83706,ADM,Lg Mart,KB-4000,Focus MC12,1775,admin,2,$684.00,"$1,368.00",$417.34,1.00,1.00
01-09-2026,#HGQV0P7OMZ1UDH,25416,76947,1199,ShipStation Shipping,1,ShipStation Shipping,39872 LOS ALAMOS RD STE A11,MURRIETA,California,92562-5745,,Night Owl Smoke Shop,ShipStation Shipping,ShipStation shipping amount,1199,ShipStation,8,$42.00,$336.00,$0.00,1.00,1.00
01-09-2026,10150,25342,76764,405,Shipping,11,Shipping,230 Bristol Pike,Bristol,Pennsylvania,19007,DW,Giant Distribution,Shipping,Shipping,405,DerekW,1,$645.00,$645.00,$0.05,2.00,1.00
01-09-2026,10150,25342,77306,405,Shipping,11,Shipping,230 Bristol Pike,Bristol,Pennsylvania,19007,DW,Giant Distribution,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121878090,405,DerekW,1,$0.00,$0.00,$0.00,3.00,1.00
01-09-2026,10162,25430,77017,1016,Shipping,11,Shipping,776 E Thousand Oaks Blvd,Thousand Oaks,California,91362,ADM,WILD SIDE THOUSAND OAKS-T.O. (CA),Shipping,Shipping Tracking: 1Z90V7160330428239,1016,admin,2,$0.00,$0.00,$0.00,4.00,2.00
01-09-2026,10164,25431,77034,843,Shipping,11,Shipping,107 8th ave. west suite 6,Williston,North Dakota,58801,BG,Hemp Plus,Shipping,Shipping Tracking: 1Z90V7160333032286,843,BrandonG,1,$0.00,$0.00,$0.00,2.00,1.00
01-09-2026,10166,25436,77033,1775,Shipping,11,Shipping,"1265 S Capitol Blvd, #101",Boise,Idaho,83706,ADM,Lg Mart,Shipping,Shipping Tracking: WILL CALL,1775,admin,1,$0.00,$0.00,$0.00,2.00,1.00
01-12-2026,10177,25508,77267,1206,CC Processing,74,CC Processing,6590 West Seltice Way,Post Falls,Idaho,83854,JL,Nikk Drips,CC Processing,Credit Card Processing Fee,1206,Jared,1,$22.20,$22.20,$0.00,4.00,1.00
01-12-2026,10182,25516,77297,1076,CC Processing,74,CC Processing,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,CC Processing,Credit Card Processing Fee,1076,BenW,1,$278.15,$278.15,$0.00,3.00,1.00
01-12-2026,10177,25508,77265,1206,KB-2004,212,KB-2004,6590 West Seltice Way,Post Falls,Idaho,83854,JL,Nikk Drips,KB-2004,RAW 60 ml single bottle,1206,Jared,6,$0.00,$0.00,$0.00,2.00,1.00
01-12-2026,10170,25498,77213,1473,KB-3001,193,KB-3001,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,KB-3001,Release + Relax 12pk,1473,DerekW,2,$54.00,$108.00,$33.00,1.00,1.00
01-12-2026,10171,25499,77216,1004,KB-3001,193,KB-3001,11279 Santa Monica Blvd,Los Angeles,California,90025,ADM,PURPLE HAZE LOS ANGELES-LA (CA),KB-3001,Release + Relax 12pk,1004,admin,2,$55.80,$111.60,$33.00,4.00,2.00
01-12-2026,10170,25498,77214,1473,KB-3002,196,KB-3002,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,KB-3002,Zoom 12PK,1473,DerekW,2,$42.00,$84.00,$32.46,2.00,1.00
01-12-2026,10159,25386,76879,2106,KB-4000,206,KB-4000,2612 CELESTIAL LN,LINCOLN,California,95648,BW,NASEEB TRADING LLC,KB-4000,Focus MC12,2106,BenW,6,$626.40,"$3,758.40","$1,195.96",1.00,1.00
01-12-2026,10168,25441,77030,1398,KB-4000,206,KB-4000,729 West 1700 South,Salt Lake City,Utah,84104,BG,Everest Distribution,KB-4000,Focus MC12,1398,BrandonG,10,$626.40,"$6,264.00","$2,259.16",1.00,1.00
01-12-2026,10169,25497,77212,1109,KB-4000,206,KB-4000,8790 Farm To Market 1960 Bypass Rd W Suite 200,Humble,Texas,77338,ADM,WILD SIDE HUMBLE-HU (TX),KB-4000,Focus MC12,1109,admin,2,$669.60,"$1,339.20",$400.06,2.00,2.00
01-12-2026,10171,25499,77215,1004,KB-4000,206,KB-4000,11279 Santa Monica Blvd,Los Angeles,California,90025,ADM,PURPLE HAZE LOS ANGELES-LA (CA),KB-4000,Focus MC12,1004,admin,2,$669.60,"$1,339.20",$400.06,2.00,2.00
01-12-2026,10174,25504,77249,1559,KB-4000,206,KB-4000,2008 48th Ave. Ct. E,Fife,Washington,98424,BW,Ace Wholesale Inc. | WA,KB-4000,Focus MC12,1559,BenW,55,$612.00,"$33,660.00","$12,425.38",1.00,1.00
01-12-2026,10176,25506,77255,1575,KB-4000,206,KB-4000,51 W 14th St,New York,New York,10011,DW,Cigarville Inc,KB-4000,Focus MC12,1575,DerekW,1,$720.00,$720.00,$200.03,1.00,1.00
01-12-2026,10177,25508,77264,1206,KB-4000,206,KB-4000,6590 West Seltice Way,Post Falls,Idaho,83854,JL,Nikk Drips,KB-4000,Focus MC12,1206,Jared,1,$720.00,$720.00,$200.03,1.00,1.00
01-12-2026,10182,25516,77295,1076,KB-4000,206,KB-4000,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,KB-4000,Focus MC12,1076,BenW,15,$612.00,"$9,180.00","$3,388.74",1.00,1.00
01-12-2026,10174,25504,77251,1559,KB-4003,205,KB-4003,2008 48th Ave. Ct. E,Fife,Washington,98424,BW,Ace Wholesale Inc. | WA,KB-4003,Mango-Tango MC 12CT,1559,BenW,1,$576.00,$576.00,$174.74,3.00,1.00
01-12-2026,10159,25386,76880,2106,Shipping,11,Shipping,2612 CELESTIAL LN,LINCOLN,California,95648,BW,NASEEB TRADING LLC,Shipping,Shipping,2106,BenW,1,$60.00,$60.00,$0.05,2.00,1.00
01-12-2026,10159,25386,77309,2106,Shipping,11,Shipping,2612 CELESTIAL LN,LINCOLN,California,95648,BW,NASEEB TRADING LLC,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121861110,2106,BenW,1,$0.00,$0.00,$0.00,3.00,1.00
01-12-2026,10168,25441,77031,1398,Shipping,11,Shipping,729 West 1700 South,Salt Lake City,Utah,84104,BG,Everest Distribution,Shipping,Shipping,1398,BrandonG,1,$220.55,$220.55,$0.05,2.00,1.00
01-12-2026,10168,25441,77533,1398,Shipping,11,Shipping,729 West 1700 South,Salt Lake City,Utah,84104,BG,Everest Distribution,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121923540,1398,BrandonG,1,$0.00,$0.00,$0.00,3.00,1.00
01-12-2026,10169,25497,77248,1109,Shipping,11,Shipping,8790 Farm To Market 1960 Bypass Rd W Suite 200,Humble,Texas,77338,ADM,WILD SIDE HUMBLE-HU (TX),Shipping,Shipping Tracking: 1Z90V7160332412555,1109,admin,2,$0.00,$0.00,$0.00,4.00,2.00
01-12-2026,10170,25498,77217,1473,Shipping,11,Shipping,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,Shipping,Shipping,1473,DerekW,1,$15.00,$15.00,$0.05,3.00,1.00
01-12-2026,10170,25498,77259,1473,Shipping,11,Shipping,498 Stillwater Ave,Old Town,Maine,4468,DW,Maine Smoke Shop,Shipping,Shipping Tracking: 1Z90V7160334485367,1473,DerekW,1,$0.00,$0.00,$0.00,4.00,1.00
01-12-2026,10171,25499,77273,1004,Shipping,11,Shipping,11279 Santa Monica Blvd,Los Angeles,California,90025,ADM,PURPLE HAZE LOS ANGELES-LA (CA),Shipping,Shipping Tracking: 1Z90V7160301042343,1004,admin,2,$0.00,$0.00,$0.00,6.00,2.00
01-12-2026,10174,25504,77250,1559,Shipping,11,Shipping,2008 48th Ave. Ct. E,Fife,Washington,98424,BW,Ace Wholesale Inc. | WA,Shipping,Shipping,1559,BenW,1,$351.00,$351.00,$0.05,2.00,1.00
01-12-2026,10174,25504,77536,1559,Shipping,11,Shipping,2008 48th Ave. Ct. E,Fife,Washington,98424,BW,Ace Wholesale Inc. | WA,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121980880,1559,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-12-2026,10176,25506,77257,1575,Shipping,11,Shipping,51 W 14th St,New York,New York,10011,DW,Cigarville Inc,Shipping,Shipping Tracking: 1Z90V7160321419042,1575,DerekW,1,$0.00,$0.00,$0.00,2.00,1.00
01-12-2026,10176,25506,77285,1575,Shipping,11,Shipping,51 W 14th St,New York,New York,10011,DW,Cigarville Inc,Shipping,Shipping Tracking: 1Z90V7160304489777,1575,DerekW,1,$0.00,$0.00,$0.00,3.00,1.00
01-12-2026,10177,25508,77266,1206,Shipping,11,Shipping,6590 West Seltice Way,Post Falls,Idaho,83854,JL,Nikk Drips,Shipping,Shipping,1206,Jared,1,$20.00,$20.00,$0.05,3.00,1.00
01-12-2026,10177,25508,77286,1206,Shipping,11,Shipping,6590 West Seltice Way,Post Falls,Idaho,83854,JL,Nikk Drips,Shipping,Shipping Tracking: 1Z90V7160315091989,1206,Jared,1,$0.00,$0.00,$0.00,5.00,1.00
01-12-2026,10182,25516,77296,1076,Shipping,11,Shipping,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,Shipping,Shipping,1076,BenW,1,$91.80,$91.80,$0.05,2.00,1.00
01-12-2026,10182,25516,77534,1076,Shipping,11,Shipping,1233 e beamer st Suite E1,woodland,California,95776,BW,woodland distributors,Shipping,Shipping Tracking: https://www.saia.com/track/details;pro=77121951910,1076,BenW,1,$0.00,$0.00,$0.00,4.00,1.00
01-13-2026,10060,25093,77392,1254,CC Processing,74,CC Processing,3800 Factoria Blvd SE,Bellevue,Washington,98006,BW,Hotbox Smoke Shop | Bellevue,CC Processing,Credit Card Processing Fee,1254,BenW,1,$43.05,$43.05,$0.00,3.00,1.00
01-13-2026,10165,25435,77391,562,CC Processing,74,CC Processing,3372 Santa Rosa Ave,Santa Rosa,California,95407,BW,The Mighty Quinn Smoke,CC Processing,Credit Card Processing Fee,562,BenW,1,$48.06,$48.06,$0.00,4.00,1.00
01-13-2026,10180,25511,77387,1352,CC Processing,74,CC Processing,634 S. Mason St. Unit 1,Fort Collins,Colorado,80524,BG,Vape Colorado,CC Processing,Credit Card Processing Fee,1352,BrandonG,1,$1.95,$1.95,$0.00,3.00,1.00
01-13-2026,10181,25512,77388,1307,CC Processing,74,CC Processing,630 E 58th Ave,Denver,Colorado,80216,BG,Lazy Daze Inc,CC Processing,Credit Card Processing Fee,1307,BrandonG,1,$41.04,$41.04,$0.00,3.00,1.00
01-13-2026,10185,25535,77412,1552,CC Processing,74,CC Processing,522 Burmont Rd,Pennsylvania,Pennsylvania,19026,DW,Puff N Stuff,CC Processing,Credit Card Processing Fee,1552,DerekW,1,$20.34,$20.34,$0.00,3.00,1.00
01-13-2026,10188,25540,77416,392,CC Processing,74,CC Processing,16055 Emerald Coast Pkwy #105,Destin,Florida,32541,ED,Destin Smoke Shop,CC Processing,Credit Card Processing Fee,392,Zalak,1,$64.80,$64.80,$0.00,2.00,1.00
